staging_id,smws_code,staging_name,matched_whisky_id,matched_name,score,classification,age,abv
315,39.43,"Like a Lime Rickey, Fresh and Clean",c04d96e6-6a63-57c9-8442-c378c4a34148,"Linkwood SMWS 039.43 - Like a Lime Rickey, Fresh and Clean",0.9451,EXACT,19.0,54.9
316,39.52,Linseed Oil on a Cricket Bat,c79bbbcc-7ec6-5f12-99d1-56685992deda,Linkwood SMWS 039.52 - Linseed Oil on a Cricket Bat,0.9442,EXACT,16.0,59.6
317,39.57,A private membership club,503ce28c-d1ed-54e5-aba5-eeb9bd1d271b,Linkwood SMWS 39.57 - Urbane and Demure,0.9338,EXACT,23.0,55.5
318,39.71,"Highlands, Speyside (Lossie)",5d7620b8-8700-5341-8367-bdfc4c989ad4,"Linkwood SMWS 39.71 - Ah yes,",0.9321,EXACT,26.0,56.4
319,39.75,"Highlands, Speyside (Lossie)",4e6807e5-e7c8-5446-be82-a46029dbc2e3,Linkwood SMWS 39.75 - SMWS 39.75,0.936,EXACT,13.0,58.5
320,39.81,"Highlands, Speyside (Lossie)",3c154b07-aca5-59ce-a677-a29b043b961a,"Linkwood SMWS 39.81 - honeysuckle by a
    garden gate",0.9359,EXACT,19.0,45.9
321,39.83,"Highlands, Speyside (Lossie)",96cb248e-106e-5cc5-aad7-a2e5f389bd62,Linkwood SMWS 39.83 - SMWS 39.83,0.936,EXACT,28.0,53.9
322,39.84,"Speyside, Lossie",32be3d9b-413c-5cfc-a053-d8dbab8bcd60,Linkwood SMWS 39.84 - SMWS 39.84,0.9342,EXACT,21.0,48.0
323,39.89,"Speyside, Lossie",5a823447-dca9-5d25-a2f0-edda49de4929,Linkwood SMWS 39.89 - SMWS 39.89,0.9342,EXACT,22.0,46.7
324,39.92,"Speyside, Lossie",55a30f70-fd7e-5772-acce-9b00a08956ca,Linkwood SMWS 39.92 - SMWS 39.92,0.9342,EXACT,23.0,49.5
325,39.93,"Speyside, Lossie",adb7699c-9e1c-53fb-a00a-f42b32d75885,Linkwood SMWS 39.93 - SMWS 39.93,0.9342,EXACT,29.0,57.9
326,39.94,"Speyside, Lossie",1fb8afd9-e89a-5435-8bcf-3ad839088a2b,Linkwood SMWS 39.94 - SMWS 39.94,0.9342,EXACT,23.0,44.7
327,39.95,"Speyside, Lossie",54f8070c-a704-56c2-928b-ab0ca9731805,Linkwood SMWS 39.95 - SMWS 39.95,0.9342,EXACT,9.0,61.2
328,39.98,"SW E E T, F R U I T Y & M E L LOW",6efe3504-3026-5aa6-ad5a-aa317e561375,Linkwood SMWS 39.98 - SMWS 39.98,0.9337,EXACT,23.0,59.1
329,39.99,"DEEP, RICH & DRIED FRUITS",859e54f2-410c-5b36-925c-5edd44d347f1,Linkwood SMWS 39.99 - SMWS 39.99,0.9328,EXACT,23.0,58.9
330,41.43,"Highlands, Speyside",f436ba72-8ca2-5aaf-82e6-886efe2603b2,Dailuaine SMWS 41.43 - SMWS 41.43,0.9354,EXACT,28.0,55.3
331,41.46,"Highlands, Speyside",3664b0f4-08fe-50d0-85cb-40ea92995cfb,Dailuaine SMWS 41.46 - SMWS 41.46,0.9354,EXACT,7.0,62.5
332,41.49,"Highlands, Speyside",aaa00244-00d2-5dba-9fb4-db4a209b835a,Dailuaine SMWS 41.49 - SMWS 41.49,0.9354,EXACT,30.0,50.9
333,41.50,"Highlands, Speyside",3a42ba7c-6d46-5712-bc9a-a00ac2a96d79,Dailuaine SMWS 41.50 - SMWS 41.50,0.9354,EXACT,30.0,53.5
334,41.51,"Speyside, Spey",f39ecaf0-c8a9-58d1-b69c-de2bd508682e,Dailuaine SMWS 41.51 - SMWS 41.51,0.9326,EXACT,21.0,57.1
335,41.54,"Speyside, Spey",56d18e9e-213a-59c7-9033-3d6fdca3d67b,Dailuaine SMWS 41.54 - SMWS 41.54,0.9326,EXACT,8.0,58.7
336,41.57,"Speyside, Spey",7bf5a7d9-12b0-51b3-86a3-341e9899ca3d,Dailuaine SMWS 41.57 - SMWS 41.57,0.9326,EXACT,24.0,46.4
337,41.58,"Speyside, Spey",917d22c8-e7d3-528e-a919-fa72e1da304f,Dailuaine SMWS 41.58 - SMWS 41.58,0.9326,EXACT,10.0,61.5
338,41.61,"Speyside, Spey",509c177d-1834-57d9-a630-68ddacb1fef9,Dailuaine SMWS 41.61 - Everything I look for in a dram!,0.9329,EXACT,33.0,51.5
339,41.66,"J U I C Y, OA K & VA N I L L A",c1660acc-a4e8-5d22-92b8-30e894298475,Dailuaine SMWS 41.66 - SMWS 41.66,0.9332,EXACT,11.0,60.3
340,41.67,"SW E E T, F R U I T Y & M E L LOW",296c029e-4113-5088-991a-02682c7f36dd,Dailuaine SMWS 41.67 - SMWS 41.67,0.9336,EXACT,30.0,53.7
341,41.71,LIGHT & DELICATE,1df09e00-8b48-5308-ba93-f961345c7edc,Dailuaine SMWS 41.71 - SMWS 41.71,0.9333,EXACT,11.0,59.5
342,42.10,"Highland, Island",f7887fcd-a423-5627-9b75-3a971f7c1534,Tobermory SMWS 42.10 - SMWS 42.10,0.9316,EXACT,7.0,62.7
343,42.16,O I LY & C OA S TA L,18f7886d-5a8a-55c3-98fc-877e21cecacc,Tobermory SMWS 42.16 - W H AT I T SAYS O N T H E T I N,0.8859,STRONG,9.0,
344,42.17,O I LY & C OA S TA L,34f2f60a-8227-5f1b-b352-0882b09cff3c,Tobermory SMWS 42.17 - SMWS 42.17,0.936,EXACT,9.0,60.9
345,42.19,P E AT E D,e07d0d92-5962-5e73-83ec-3bbdeca8d21c,Tobermory SMWS 42.19 - SMWS 42.19,0.9337,EXACT,9.0,58.2
346,42.20,HEAVILY PEATED,666fcc89-034e-57b3-aaa8-c48bab6959e4,Tobermory SMWS 42.20 - SMWS 42.20,0.8326,STRONG,10.0,61.9
347,43.15,An Old Sea-Dog,59761d20-d362-5720-ba97-1e8d1bf89362,Port Ellen SMWS 43.15 - An Old Sea-Dog,0.9408,EXACT,26.0,56.1
348,44.27,Breathless!,8ad5b983-e855-57fb-8289-a246738d047a,Craigellachie SMWS 44.27 - Breathless!,0.939,EXACT,24.0,58.1
349,44.41,"Highlands, Speyside",44928acd-7487-5a57-b1cf-453f11087454,Craigellachie SMWS 44.41 - chunky mouthful,0.9333,EXACT,15.0,58.0
350,44.43,"Highlands, Speyside",37f64680-31f6-57a9-ba7c-ada049149bf6,Craigellachie SMWS 44.43 - SMWS 44.43,0.9336,EXACT,15.0,59.4
351,44.48,"Highlands, Speyside",83c97133-df0a-53b7-9681-48c21b7d5794,Craigellachie SMWS 44.48 - SMWS 44.48,0.9336,EXACT,11.0,60.6
352,44.49,"Highlands, Speyside",91c92fe2-775c-519e-b6ac-581d2cfbb898,Craigellachie SMWS 44.49 - SMWS 44.49,0.9336,EXACT,11.0,58.7
353,44.51,"Highlands, Speyside",a92672e0-aa52-506e-8a34-918103f6cf30,Craigellachie SMWS 44.51 - SMWS 44.51,0.9336,EXACT,22.0,53.7
354,44.55,"Speyside, Spey",6f5d57e1-9efa-5810-8ea2-e4eb7188c876,Craigellachie SMWS 44.55 - SMWS 44.55,0.9339,EXACT,22.0,52.9
355,44.58,"Speyside, Spey",4da4e3a7-11ef-5569-8929-0446461c150c,Craigellachie SMWS 44.58 - SMWS 44.58,0.9339,EXACT,13.0,59.1
356,44.59,"Speyside, Spey",8cfae60b-1520-5fac-9194-7bbbf4582a72,Craigellachie SMWS 44.59 - SMWS 44.59,0.9339,EXACT,23.0,51.4
357,44.60,"Speyside, Spey",fc05742a-2324-55aa-9157-91546ef3f295,Craigellachie SMWS 44.60 - SMWS 44.60,0.9339,EXACT,14.0,56.9
358,44.63,"Speyside, Spey",b0eda85a-3cd3-5a21-b3d3-a437d1c55364,Craigellachie SMWS 44.63 - SMWS 44.63,0.9339,EXACT,15.0,55.4
359,44.65,"SW E E T, F R U I T Y & M E L LOW",6e718c30-489c-5113-b724-d7c3e4a45079,Craigellachie SMWS 44.65 - SMWS 44.65,0.9334,EXACT,24.0,52.4
360,44.67,SPICY & SWEET,19a52edc-7bd3-5c11-9eb0-41f401d73c85,Craigellachie SMWS 44.67 - SMWS 44.67,0.934,EXACT,25.0,52.2
361,45.15,"Maraschino Cherries, Toffee",270993c6-b31a-5ea9-bfd4-f1fe45df7294,"Dallas Dhu SMWS 045.15 - Maraschino Cherries, Toffee
                and Fresh Butter",0.9396,EXACT,27.0,50.6
362,46.12,Prosutto and Leather Bags,79d53b1e-3c1a-59f0-b427-9ac52f18d45f,Glenlossie SMWS 046.12 - Prosutto and Leather Bags,0.9433,EXACT,27.0,55.1
363,46.16,Ginger and Spice,086f622f-b23c-508d-b448-8218aec33aea,Glenlossie SMWS 46.16 - Ginger and Spice,0.9414,EXACT,15.0,52.2
364,46.19,"Highlands, Speyside (Lossie)",9760d26e-28f1-57a7-baf2-b5b089d7e38f,Glenlossie SMWS 46.19 - SMWS 46.19,0.9358,EXACT,16.0,52.2
365,46.21,"Speyside, Lossie",41ff30fe-8319-5774-bd9c-ec01fb9413ab,Glenlossie SMWS 46.21 - SMWS 46.21,0.9356,EXACT,11.0,60.9
366,46.23,"Speyside, Lossie",0330f875-4590-5a45-8118-45f2af3b64c9,Glenlossie SMWS 46.23 - SMWS 46.23,0.9356,EXACT,12.0,52.6
367,46.27,"Speyside, Lossie",98e75ccb-c392-5a4a-8ec4-5d6e1a2784b2,Glenlossie SMWS 46.27 - SMWS 46.27,0.9356,EXACT,12.0,60.5
368,46.29,YO U N G & S P R I T E LY,abce6bf1-3c63-5b38-a750-df2b8cca014a,Glenlossie SMWS 46.29 - SMWS 46.29,0.9347,EXACT,14.0,59.1
369,46.30,"Speyside, Lossie",cc6f4607-d430-5bd9-8bf3-3236889b6800,Glenlossie SMWS 46.30 - SMWS 46.30,0.9356,EXACT,14.0,58.6
370,46.31,"J U I C Y, OA K & VA N I L L A",bde62812-00f3-515a-897a-62a179eb64f1,Glenlossie SMWS 46.31 - SMWS 46.31,0.9331,EXACT,22.0,54.2
371,48.8,Fantastic Evolution,,,0.5423,CREATE,17.0,55.8
372,48.17,"Highlands, Speyside",385b565a-6903-51c9-bf5c-1e19576e6618,Balmenach SMWS 48.17 - SMWS 48.17,0.9331,EXACT,9.0,60.8
373,48.20,"Highlands, Speyside",2585098f-b06e-5895-89b3-98a27389428b,Balmenach SMWS 48.20 - SMWS 48.20,0.9331,EXACT,10.0,60.5
374,48.24,"Highlands, Speyside",3762f537-f9cd-5c03-a7de-089b3027e9b4,Balmenach SMWS 48.24 - SMWS 48.24,0.9331,EXACT,22.0,49.3
375,48.26,"Speyside, Spey",028e1935-5750-5873-aecc-57af34268a7a,Balmenach SMWS 48.26 - SMWS 48.26,0.9326,EXACT,23.0,50.5
376,48.29,"Speyside, Spey",8cdf2bea-62dc-5dbf-a052-175b93919b7e,Balmenach SMWS 48.29 - SMWS 48.29,0.9326,EXACT,12.0,61.0
377,48.34,"Speyside, Spey",4a5092b0-82c8-50a0-a478-dc77819b2261,Balmenach SMWS 48.34 - SMWS 48.34,0.9326,EXACT,9.0,63.3
378,48.37,"Speyside, Spey",fcfad8c4-ad35-5ff7-b276-06d068b48bfc,Balmenach SMWS 48.37 - SMWS 48.37,0.9326,EXACT,9.0,58.6
379,48.41,"Speyside, Spey",0fba713a-af35-524d-94a7-a7516e0aa71b,Balmenach SMWS 48.41 - SMWS 48.41,0.9326,EXACT,25.0,48.3
380,48.42,"Speyside, Spey",9fb26511-7b59-5f7b-a6a3-57fb3509a5c2,Balmenach SMWS 48.42 - SMWS 48.42,0.9326,EXACT,10.0,56.7
381,48.43,"Speyside, Spey",1e41f13d-f274-594e-ab20-a9cf6666c04c,Balmenach SMWS 48.43 - SMWS 48.43,0.9326,EXACT,12.0,55.5
382,48.46,"Speyside, Spey",77eb1e93-718c-5ae5-a01b-70ae954fdf26,Balmenach SMWS 48.46 - SMWS 48.46,0.9326,EXACT,12.0,57.4
383,48.50,YOUNG & SPRITELY,4302fa92-9ccc-562b-91e1-e9f1c0c9ab5e,Balmenach SMWS 48.50 - SMWS 48.50,0.9324,EXACT,13.0,56.9
384,48.54,"J U I C Y, OA K & VA N I L L A",806765a7-c962-5e8b-a05a-442a8ac49e72,Balmenach SMWS 48.54 - Delicious!,0.8813,STRONG,12.0,
385,49.10,A Royal Aperitif,db0e5646-1718-57e5-adc8-103b3cea1870,St. Magdalene SMWS 49.10 - A Royal Aperitif,0.9408,EXACT,26.0,59.1
386,50.23,Spring Honey,a7be045d-a627-5465-9c5e-54658dd85d29,Bladnoch SMWS 050.23 - Spring Honey,0.9402,EXACT,14.0,56.3
387,50.35,"Caramel, Chocolate and Coffee",b37d3fd8-5f0f-50c9-9636-2be8259c829d,"Bladnoch SMWS 50.35 - Caramel, Chocolate and Coffee",0.9445,EXACT,17.0,56.2
388,50.40,"Lowlands, Borders",2d15eb2d-320f-57ab-ba20-dda7d78f7730,Bladnoch SMWS 50.40 - SMWS 50.40,0.9349,EXACT,19.0,58.5
389,50.42,"Lowlands, Borders",96a19d62-b912-5171-9419-1da846c9bd29,Bladnoch SMWS 50.42 - SMWS 50.42,0.9349,EXACT,18.0,56.9
390,50.45,"Lowlands, Borders",85a69fd7-65cf-5639-9e85-c33d8d586cd5,Bladnoch SMWS 50.45 - SMWS 50.45,0.9349,EXACT,20.0,49.2
391,50.46,"Lowlands, Borders",7b834e94-e90f-51b3-a140-0ac49ac6b29e,Bladnoch SMWS 50.46 - SMWS 50.46,0.9349,EXACT,21.0,54.6
392,50.49,Lowland,5747bc85-3f45-5b79-9935-9e6f7000de43,Bladnoch SMWS 50.49 - SMWS 50.49,0.9331,EXACT,21.0,55.8
393,50.51,Lowland,b9b1b2a7-2510-5e08-a167-47d71fe5a30f,Bladnoch SMWS 50.51 - SMWS 50.51,0.9331,EXACT,22.0,55.8
394,50.56,Lowland,9d6a8a28-1dfa-54f3-a920-47bdd79a7d92,Bladnoch SMWS 50.56 - SMWS 50.56,0.9331,EXACT,23.0,60.3
395,50.62,,,,0.3834,CREATE,,
396,50.64,SPICY & SWEET,cc5132bb-137d-57d7-a5ea-b0502b379678,Bladnoch SMWS 50.64 - SMWS 50.64,0.9336,EXACT,25.0,54.5
397,50.66,"SW E E T, F R U I T Y & M E L LOW",6fc337aa-39e2-54cc-a083-2b8464220478,Bladnoch SMWS 50.66 - SMWS 50.66,0.9337,EXACT,24.0,59.5
398,50.67,"J U I C Y, OA K & VA N I L L A",843738ae-7af0-5796-bed4-c230cc9a7488,Bladnoch SMWS 50.67 - SMWS 50.67,0.9332,EXACT,25.0,56.2
399,50.70,SPICY & DRY,1a8d9905-b697-58f1-a50c-51c0d6a294bc,Bladnoch SMWS 50.70 - SMWS 50.70,0.9328,EXACT,25.0,54.2
400,50.80,"DEEP, RICH & DRIED FRUITS",b9778eda-edf4-5da4-b948-87579eeac70a,Bladnoch SMWS 50.80 - SMWS 50.80,0.9349,EXACT,24.0,59.7
401,52.14,Wet Bladderwack,91e190fd-f25d-5e25-b88b-4019de8a7140,Old Pulteney SMWS 052.14 - Wet Bladderwack,0.9405,EXACT,11.0,62.7
402,52.20,"Highland, Northern",5ac41468-15ed-5bce-b57d-aa2efe76dd3d,Old Pulteney SMWS 52.20 - SMWS 52.20,0.9322,EXACT,13.0,64.7
403,53.23,It Comes From the Sea,c8ff908b-57c0-53c0-b4eb-e4b937c96110,Caol Ila SMWS 53.23 - It Comes From the Sea,0.9431,EXACT,8.0,59.5
404,53.108,Magic,e00d6a82-80c7-54ef-a39f-2385bd7c897d,Caol Ila SMWS 53.108 - Magic,0.9361,EXACT,10.0,59.9
405,53.109,Poetry and Moonlight,777cbd6e-d905-579d-8cd1-64058dccc1f2,Caol Ila SMWS 53.109 - Poetry and Moonlight,0.9427,EXACT,15.0,54.5
406,53.111,Smoke and Soot with Liquorice Root,9389b180-caad-501a-a44b-06d1f2630566,Caol Ila SMWS 53.111 - Smoke and Soot with Liquorice Root,0.9449,EXACT,15.0,55.2
407,53.133,"Islay, North Shore",39b08c20-64b4-5898-b4f0-728abaf561c2,Caol Ila SMWS 53.133 - SMWS 53.133,0.9338,EXACT,19.0,55.2
408,53.138,"Islay, North Shore",e3910df1-672f-5b6a-be82-2d202c566e4b,Caol Ila SMWS 53.138 - SMWS 53.138,0.9338,EXACT,17.0,55.2
409,53.139,"Islay, North Shore",07b1c861-282c-5720-9def-4ac51caf9781,Caol Ila SMWS 53.139 - SMWS 53.139,0.9338,EXACT,27.0,55.2
410,53.144,"Islay, North Shore",25b3ee7d-bbc4-5ea8-af11-b89e112783be,Caol Ila SMWS 53.144 - Buckets of tar and brine,0.9349,EXACT,20.0,56.4
411,53.147,"Islay, North Shore",9bed8feb-1862-5235-a45e-3405b11c3824,Caol Ila SMWS 53.147 - SMWS 53.147,0.9338,EXACT,10.0,66.6
412,53.151,Islay,284d4f4f-2ba6-5bca-ac91-9cee292eace6,Caol Ila SMWS 53.151 - SMWS 53.151,0.9331,EXACT,10.0,58.0
413,53.153,"Islay, North Shore",d216d8d4-6225-5c27-8a34-54239630f1ed,Caol Ila SMWS 53.153 - SMWS 53.153,0.9338,EXACT,14.0,56.5
414,53.154,"Islay, North Shore",a693f1e5-db09-55fe-9849-9ff051d59b01,Caol Ila SMWS 53.154 - SMWS 53.154,0.9338,EXACT,17.0,59.8
415,53.157,"Islay, North Shore",c0653142-474c-5df6-a254-c6ebd03056ca,Caol Ila SMWS 53.157 - SMWS 53.157,0.9338,EXACT,10.0,58.0
416,53.158,Islay,d6909c8a-a5a3-5dd7-9dfe-cb615c8ecc02,Caol Ila SMWS 53.158 - SMWS 53.158,0.9331,EXACT,15.0,58.6
417,53.160,Islay,61f6ade1-0e01-54c3-b45f-c2bfab3aede1,Caol Ila SMWS 53.160 - SMWS 53.160,0.9331,EXACT,15.0,58.1
418,53.162,Islay,a73ce705-9e34-5e6e-bb65-6c445696606d,Caol Ila SMWS 53.162 - SMWS 53.162,0.9331,EXACT,16.0,56.5
419,53.163,Islay,3a013e9d-b96d-5aef-8afb-a8e7a7f7fe8d,Caol Ila SMWS 53.163 - SMWS 53.163,0.9331,EXACT,15.0,57.5
420,53.165,Islay,a052f8b6-7ab6-5e1a-9875-d6c848b4b9bd,Caol Ila SMWS 53.165 - SMWS 53.165,0.9331,EXACT,16.0,56.4
421,53.167,Islay,df8f5a84-ea57-57e6-9f0d-67e08fb9cf89,Caol Ila SMWS 53.167 - SMWS 53.167,0.9331,EXACT,15.0,58.2
422,53.172,Islay,beacf7b7-2d48-5156-a876-122908987681,Caol Ila SMWS 53.172 - SMWS 53.172,0.9331,EXACT,21.0,52.2
423,53.173,Islay,85550d8f-a0f3-5f20-b198-29f42eedcdf1,Caol Ila SMWS 53.173 - SMWS 53.173,0.9331,EXACT,16.0,59.8
424,53.182,Islay,6dc813b5-7b1f-5df5-a7a9-ec907127c9af,Caol Ila SMWS 53.182 - SMWS 53.182,0.9331,EXACT,15.0,57.2
425,53.184,Islay,f35f96fd-559d-5df5-865c-ba94960e6a05,Caol Ila SMWS 53.184 - SMWS 53.184,0.9331,EXACT,19.0,60.4
426,53.186,Islay,eb0cf410-3db6-582a-8224-d11a64e5057c,Caol Ila SMWS 53.186 - SMWS 53.186,0.9331,EXACT,23.0,54.2
427,53.187,Islay,fd4d2419-0409-56f9-b32d-0a6ccca825d2,Caol Ila SMWS 53.187 - SMWS 53.187,0.9331,EXACT,22.0,51.2
428,53.188,Islay,196991f7-f1d5-5af2-ad7a-029c977645f2,Caol Ila SMWS 53.188 - SMWS 53.188,0.9331,EXACT,21.0,53.3
429,53.190,Islay,d3bf7371-cc2f-5aec-a548-49c4eb3c8e1f,Caol Ila SMWS 53.190 - SMWS 53.190,0.9331,EXACT,17.0,56.8
430,53.191,Islay,5970e91d-71df-52b6-a0e0-e0aa2faa13b2,Caol Ila SMWS 53.191 - SMWS 53.191,0.9331,EXACT,16.0,56.3
431,53.192,Islay,4c32153c-e562-5860-900c-fd8e605492b5,Caol Ila SMWS 53.192 - SMWS 53.192,0.9331,EXACT,23.0,55.9
432,53.194,Islay,be730245-3090-5356-8fba-73a7a294e7c6,Caol Ila SMWS 53.194 - SMWS 53.194,0.9331,EXACT,17.0,60.1
433,53.197,Islay,e90b6a4d-636c-5545-901b-dc464a1331d3,Caol Ila SMWS 53.197 - SMWS 53.197,0.9331,EXACT,18.0,57.4
434,53.200,Islay,58b4ad62-5373-5233-bfb1-3ca4c7da74b9,Caol Ila SMWS 53.200 - SMWS 53.200,0.9331,EXACT,18.0,59.8
435,53.205,Islay,45996da7-518a-59ba-b614-6e14c20dd62c,Caol Ila SMWS 53.205 - SMWS 53.205,0.9331,EXACT,22.0,52.9
436,53.206,Islay,0fcfaf79-a9e3-50aa-a665-71c43bc9eb8e,Caol Ila SMWS 53.206 - SMWS 53.206,0.9331,EXACT,18.0,56.6
437,53.207,Islay,cd9808c2-defb-5733-a491-143eb8d2ee07,Caol Ila SMWS 53.207 - SMWS 53.207,0.9331,EXACT,20.0,58.7
438,53.210,Islay,44d8e157-3dcb-5a5c-b550-e6302534970a,Caol Ila SMWS 53.210 - SMWS 53.210,0.9331,EXACT,24.0,53.3
439,53.211,L I G H T LY P E AT E D,71a423f5-47e4-5e4c-b0c2-8486bfae713e,Caol Ila SMWS 53.211 - SMWS 53.211,0.9356,EXACT,22.0,54.8
440,53.216,Islay,188ace10-8a4f-519b-a7ef-a5183e90035d,Caol Ila SMWS 53.216 - SMWS 53.216,0.9331,EXACT,21.0,60.6
441,53.218,L I G H T LY P E AT E D,936ce7ea-f917-5201-b4dc-74ca98bc589a,Caol Ila SMWS 53.218 - SMWS 53.218,0.9356,EXACT,14.0,64.4
442,53.222,P E AT E D,e1077472-1933-5fdd-9a28-9e782d9ab326,Caol Ila SMWS 53.222 - SMWS 53.222,0.9336,EXACT,13.0,58.4
443,53.226,O I LY & C OA S TA L,8f5461e8-ab06-5e8c-824d-d1cddb31b470,Caol Ila SMWS 53.226 - SMWS 53.226,0.9367,EXACT,15.0,63.5
444,53.231,H E AV I LY P E AT E D,0d9b8cd5-74a2-5cd7-93b0-434f1a99a6ba,Caol Ila SMWS 53.231 - super spicy,0.9336,EXACT,19.0,59.3
445,53.233,H E AV I LY P E AT E D,a1bb7eff-6075-505e-8ce2-14f6154cb3f5,Caol Ila SMWS 53.233 - SMWS 53.233,0.9357,EXACT,19.0,60.0
446,53.236,LIGHTLY PEATED,bfb8a784-5702-5965-8d67-7035e05753e9,Caol Ila SMWS 53.236 - SMWS 53.236,0.9333,EXACT,16.0,64.1
447,53.75,An Attack on The Taste Buds,007bf2d9-9c97-561f-8650-5d4931bae397,Caol Ila SMWS 053.75 - An Attack on The Taste Buds,0.944,EXACT,11.0,61.5
448,53.88,The Peat Genie,64d33da3-1392-59dc-8a7c-af4661a698d1,Caol Ila SMWS 053.88 - The Peat Genie,0.941,EXACT,11.0,59.4
449,53.91,Pork Crackling in an Old Library,61d3c126-8025-5d09-ae07-d7ee898ca760,Caol Ila SMWS 053.91 - Pork Crackling in an Old Library,0.9447,EXACT,25.0,59.1
450,53.95,Velvet Sweetness,6855efc6-fac0-5ebe-834d-bb2a2dad1326,Caol Ila SMWS 053.95 - Velvet Sweetness,0.9416,EXACT,25.0,59.3
451,54.22,A Bag of Tricks,09ac3910-9922-5aee-8ec7-cf7dd18b2dd9,Aberlour SMWS 054.22 - A Bag of Tricks,0.9413,EXACT,18.0,55.1
452,54.28,"Highlands, Speyside (Strathspey)",e40b5542-18bf-5aa9-88cc-26d646a20fec,"Aberlour SMWS 54.28 - like biting a nurse wear-
ing rubber gloves and apron",0.9334,EXACT,13.0,60.3
453,54.29,"Speyside, Spey",3a6a46f8-7199-53ac-b73b-70638bd2c2dd,Aberlour SMWS 54.29 - SMWS 54.29,0.9326,EXACT,9.0,57.7
454,54.31,"Speyside, Spey",0e11e7bd-1ca1-51c2-a5d2-3ebd538c0ae6,Aberlour SMWS 54.31 - SMWS 54.31,0.9326,EXACT,11.0,60.2
455,54.34,YO U N G & S P R I T E LY,581e428b-48c8-5de5-aa47-b33ebd55121b,Aberlour SMWS 54.34 - SMWS 54.34,0.9356,EXACT,9.0,59.8
456,54.35,SPICY & SWEET,10a9c185-23ed-5ff8-bc16-fb93438afa02,Aberlour SMWS 54.35 - SMWS 54.35,0.9327,EXACT,17.0,55.1
457,54.37,"JUICY, OAK & VANILLA",d07a18c2-5524-57de-bcb3-d39ad082af49,Aberlour SMWS 54.37 - SMWS 54.37,0.9331,EXACT,9.0,61.5
458,54.42,YOUNG & SPRITELY,4a9ca920-e6e8-5174-be70-a21dd127f279,Aberlour SMWS 54.42 - SMWS 54.42,0.9333,EXACT,9.0,59.1
459,55.19,"Highlands, Speyside (Findhorn Valley)",c3bb66dc-0665-58f9-9784-933c81a44a84,Royal Brackla SMWS 55.19 - SMWS 55.19,0.9338,EXACT,10.0,60.0
460,55.20,"Highlands, Speyside (Findhorn Valley)",21ddd7df-7535-50ef-8230-4845eeac0f53,Royal Brackla SMWS 55.20 - SMWS 55.20,0.9338,EXACT,12.0,58.8
461,55.21,"Highlands, Speyside (Findhorn Valley)",ae79c455-2c52-5e0c-9c7f-eb7086a1ae9c,Royal Brackla SMWS 55.21 - SMWS 55.21,0.9338,EXACT,12.0,59.1
462,55.23,"Speyside, Findhorn",5bb56175-5b79-5232-917c-8c9fa5d87186,Royal Brackla SMWS 55.23 - SMWS 55.23,0.9322,EXACT,20.0,55.1
463,55.26,"Speyside, Findhorn",b20cea86-25f7-52af-8482-937bb6f78452,Royal Brackla SMWS 55.26 - SMWS 55.26,0.9322,EXACT,14.0,57.3
464,55.28,LIGHT & DELICATE,338ee651-18bf-5228-8b30-50135e91e0b8,Royal Brackla SMWS 55.28 - SMWS 55.28,0.8823,STRONG,14.0,
465,55.31,"SWEET, FRUITY & MELLOW",b3177a1c-75c5-5146-b929-aa12686e65c4,Royal Brackla SMWS 55.31 - SMWS 55.31,0.9347,EXACT,17.0,58.3
466,58.15,"DEEP, RICH & DRIED FRUITS",1360d5cd-1c8a-5e10-b2ae-027aa400c34d,Strathisla SMWS 58.15 - SMWS 58.15,0.8834,STRONG,25.0,
467,58.17,SPICY & DRY,94eb839f-67b1-5f79-83c4-cc4e443957a7,"Strathisla SMWS 58.17 - NOT SHAKEN, NOT STIRRED",0.8834,STRONG,10.0,
468,58.18,LIGHT & DELICATE,d1c51c06-1f97-5233-bc06-43685e06e37f,Strathisla SMWS 58.18 - SMWS 58.18,0.8824,STRONG,10.0,
469,58.8,Sid Viscous,0b396ef6-d42a-5696-b73d-6ffc6167d19f,Strathisla SMWS 058.8 - Sid Viscous,0.9396,EXACT,28.0,49.3
470,59.21,"Highland, Northern",fe6f69c1-6d2f-542c-ac5c-da11d61f070f,Teaninich SMWS 59.21 - SMWS 59.21,0.9324,EXACT,17.0,59.0
471,59.26,"Sweet, Buttery and Malty",b70ae197-6588-5cc2-81c1-8a2813089154,"Teaninich SMWS 059.26 - Sweet, Buttery and Malty",0.9433,EXACT,20.0,58.9
472,59.29,Honey and Lemons,314b3fcb-a384-57ac-8293-0ace3401a8dc,Teaninich SMWS 059.29 - Honey and Lemons,0.9414,EXACT,20.0,53.9
473,59.32,A Mild Mannered Chameleon,42812528-9261-5bb6-9024-864d8d78cb27,Teaninich SMWS 059.32 - A Mild Mannered Chameleon,0.9435,EXACT,21.0,54.8
474,59.39,"Highlands, Northern Highlands",c7000075-6e4e-539b-a2c2-e016ea3336ce,Teaninich SMWS 59.39 - gateway to Narnia!,0.9351,EXACT,16.0,59.7
475,59.40,"Highlands, Northern Highlands",64c9c84f-64ae-5ab9-8dd0-2db5839d53c8,Teaninich SMWS 59.40 - SMWS 59.40,0.9339,EXACT,27.0,55.0
