id,source,file_name,cask_no,distillery,product_name,age,abv,region,cask_type,flavour_profile,tasting_notes_raw,extraction_confidence,review_status
272,SMWS USA,035.51.pdf,35.51,,"Highlands, Speyside (Lossie)",33,53.6,Speyside,First-Fill Barrel,,"Highlands, Speyside (Lossie)
 Every Flavour Beans
 This has it all. Beef carpaccio, salt cod,
 leather, tobacco, plums, tinned peaches,
 nutmeg, iced cinnamon buns, saddles,
 straw (an old stable minus the horse said
 one), wallpaper paste, grass, cocoa (and
 both dark and milk chocolate). To taste it
 was calming, yet hot and spicy with green
 ginger, angelica, tarragon and blackcur-
 rant sorbet. Water brought out a lovely
 lively spearmint note. There was also
 leather, dark chocolate and pipe tobacco.
 Herbal, peppery, fruity and fresh to taste,
 think b�arnaise sauce on fresh mint and
 cherries served in leather tobacco pouches.
 Situated in Elgin on the site of an old brew-
 ery.",1.0,pending_review
273,SMWS USA,035.55.pdf,35.55,,"Highlands, Speyside (Lossie)",39,50.3,Speyside,Refill Hogshead,,"Highlands, Speyside (Lossie)
 Balmy evenings in hot tubs
Silence descended on the Panel as we dis-
covered Demerara rum, buttermilk pan-
cakes drenched in maple syrup, aged
bourbon, mincemeat, figs, boozy prunes,
woody spices, pink Calpol, paint (both
spray and poster) and crumble topping. The
taste didn't disappoint as we were trans-
ported to balmy evenings in hot tubs un-
der eucalyptus and rosemary munching
on aged Balsamic covered figs and Parma
ham drizzled in extra virgin olive oil. With
water (we really didn't want to add any) we
found pomanders, peaches, spices, curry
leaves, vine tomatoes, rum, bourbon, figs
in Balsamic reduction; soft, juicy and vo-
luptuous to taste. From Elgin's only distill-
ery.",1.0,pending_review
274,SMWS USA,035.57.pdf,35.57,,"Highlands, Speyside (Lossie)",34,53.8,Speyside,Refill Hogshead,,".
 Highlands, Speyside (Lossie)
 Egyptian tobacco
Robust with a huge amount of finesse and com-
plexity the Panel thought this a masculine
dram. One Panellist likened it to a double
bass in the orchestra; seriously smooth with a
long finish to taste this took us on a real
journey. Water opened it up making it lively
yet deep and rich; it had now become a cello.
To taste this was remarkable and satisfying,
beautifully fresh and lively for its age yet thick
and mouth-coating; this has everything expect
for its age yet still retains youthful vigour.
From the Elgin based distillery that was
once a brewery.",1.0,pending_review
275,SMWS USA,035.64.pdf,35.64,,"Speyside, Lossie",10,60.8,Speyside,First-Fill Sherry Butt,,"Speyside, Lossie
 Eating custard in an old Jag
Robust notes on the nose to start with brown
sauce, soy sauce, figs, dates and Old Jamaica
chocolate. Tasted neat, it was hot and had
some struck matches (sulphur), salty toffee, fruit
cake, cloves and coke. Adding water made
us think of egg custard in an old Jaguar
(leather) and there was fig jam, toffee and
rapeseed oil. The taste retained the sul-
phury notes but it was pleasant � rum & rai-
sin ice cream, glace cherries, dark chocolate,
ginger loaf and a toffee sauce finish. Elgin's
gallows once stood within the grounds of
this distillery.",1.0,pending_review
276,SMWS USA,035.65.pdf,35.65,,"Speyside, Lossie",10,60.3,Speyside,Cask: Refill Chardonnay Hogshead,,"Speyside, Lossie
Cornish Clotted Cream Ice Cream
After the initial whiff of a struck match
and a distant firework the nose turned fresh
and floral like a rose bush after an April
shower. With time deeper and warmer
aromas appear like beeswax, vanilla
pods, and chocolate chip cookies. The taste is
creamy and buttery reminiscence of honey
and maple syrup on French crepes. With the ad-
dition of water we enter a cake shop with
pastries, fruit cakes, sherry trifles and rai-
sin loaves all covered in icing sugar. The
taste does make you smile like eating a hot
fruit raisin buttered scone or Cornish Clotted
Cream Ice Cream dipped in dark Bournville chocolate.
This distillery has had only 5 managers
since it opened its doors in 1897.",1.0,pending_review
277,SMWS USA,035.71.pdf,35.71,,"Speyside, Lossie",40,47.7,Speyside,Refill Hogshead,,"Speyside, Lossie
 Like a hug from your mum
The nose gave us happy, homely feelings �
`like a hug from my mum' said the Malt-
meister; mellifluous sweetness of maple syrup,
marzipan and heather honey � but also mar-
malade on toast, jaffa cakes, leather and pol-
ished wood. The palate impressed with its
chewy textures, aniseed, tobacco and coconut
depth � plus its minty fresh liveliness, like
mint choc-chip ice-cream. The reduced nose sug-
gested a wooden box containing rolling tobacco,
Coco Pops, After Eight mints and menthol
cigarettes. The reduced palate � light
leather, tobacco, Arm and Hammer toothpaste
and orange zest. A time-stopping dram from
the Elgin distillery that was once a brewery.",1.0,pending_review
278,SMWS USA,035.81.pdf,35.81,,"Speyside, Lossie",17,58.9,Speyside,First-Fill Designer Hogshead Toasted,,"Speyside, Lossie
 Afternoon tea in India
 Walking through an Indian bazaar you can't
 miss aromas of jasmine, coriander, cumin
 seed, cloves and tea chests; reaching our ho-
 tel we're greeted by fragrant Lady Grey tea,
 mint, candied oranges, waxy flowers and
 boozy rumtopf. Sitting down for rum and bour-
 bon cocktails we notice heady scents of va-
 nilla, coconut, caramelised orange and woody
 spices. Adding water brought afternoon tea
 with sweet delights of honeycomb ice cream,
 puff candy, rose tea, vanilla cookies, milky
 Earl Grey tea and pink wafers. Warming notes
 of stewed apples, honey, rose, coconut, vanilla
 and bergamot to taste. From the only distillery
 in Elgin.",1.0,pending_review
279,SMWS USA,035.83.pdf,35.83,,"Speyside, Lossie",15,52.9,Speyside,First-Fill Designer Barrel Charred,,"Speyside, Lossie
 Firework bursts of aroma
The nose developed in successive firework
bursts of aroma � fragrant rice (cardamom,
coconut, cashew) then golden syrup, vanilla,
Dime bars and toffee � then turning more
floral (jasmine, Melissa, lilies) before evoking
a carpenters' workbench. The palate was deli-
ciously sweet and salty (Danish pastries, bar-
ley sugars, corn candy, chocolate with caramel
and sea salt) � behind that � big woody spice
of liquorice and Fisherman's Friends. The reduced
nose remained attractive � chocolate-coated
nuts and raisins, marshmallows and old-style
Lucky Bags. The palate now had fruit loaf,
clove, raspberry and vanilla yoghurt and slightly
burnt toffee. The distillery is near Elgin's
old `gallows hill'.",1.0,pending_review
280,SMWS USA,035.85.pdf,35.85,,"Speyside, Lossie",17,56.7,Speyside,First-Fill Barrel,,"Speyside, Lossie
Vivacious, voluptuous and luxurious
 The nose was luxurious with perfumes of hon-
 eysuckle, pot-pourri and orange blossom;
 also massive vanilla, golden syrup sponge,
 shortbread, expensive leather and a sun-
 warmed fruit basket. The reduced nose evoked
 sea pinks and rose petals on the lawn, pink
 grapefruit, fudge and tablet � vivacious and
 voluptuous at the same time. The palate delivered
 a treat of total contentment � honey cake with
 rose-infused icing, toffee, vanilla cookies,
 lemon boiled sweets and blood oranges. With
 water � warm, satisfying, clean and attractive �
 like a floral May Queen dancing on a cliff-
 top over a sparkling sea This Elgin distillery is
 looped by the River Lossie.",1.0,pending_review
281,SMWS USA,036.32.pdf,36.32,,An Ideal Curry Whisky,17,56.2,,,,"""An Ideal Curry Whisky""
This distillery makes use of the clear wa-
ter from the Scurran and Rowantree
burns close to the summit of the moun-
tain that it is named after. This example
has a chardonnay 
hogshead. The unreduced nose has un-
ripe fruit and cardimon with hints of
chocolate. With water the spice remains
and is joined by estery notes and a hint
of banana. The flavour at full strength
is initially honey which develops into a
nutty finish. The panel thought this
dram would make an ideal curry whis-
ky.",0.9,pending_review
282,SMWS USA,036.37.pdf,36.37,,An Unusual Personality,14,56.5,Highlands,,,"""An Unusual Personality""
This distillery was relocated after being de-
stroyed in the Muckle Spate of 1829. Though
this light maple 
butt, the sherry character is muted � indeed it
has an unusual personality altogether. The
nose has stewed plums, flapjacks, smoky
bacon crisps and soft spices. The flavour is
big � ham glazed with Demerara, pretzels,
charred oak and Manzanilla sherry. Adding
water actually seems to enhance the nose,
making it sweeter and the taste is likewise
rounded out, finding the tang of oranges.
Very warming and full-flavoured.",0.95,pending_review
283,SMWS USA,036.46.pdf,36.46,,"Highlands, Speyside",10,58.8,Speyside,First Fill Barrel,,"Highlands, Speyside
 Bridal bouquet at a garden party
The nose evoked happy, summer's day
memories � sipping orange bergamot tea at a
garden party, surrounded by fragrant honey-
suckle, flowering geranium and crunchy green
apples; eating Victoria sponge birthday cake
with a raspberry jam and butter cream fill-
ing. The palate was sweet with a soft,
sumptuous and fizzing texture, as pastries
filled with apricot and custard melted on the
tongue, before lemon bonbons and barley
sugar fizzed. Water brought more summer
blossom � chrysanthemums in a bridal bou-
quet. The reduced palate was soft and sen-
suous with delicate waxy petals bringing a
touch of silk to the occasion. An elegant
and charming 1st fill.",1.0,pending_review
284,SMWS USA,036.49.pdf,36.49,,"Highlands, Speyside",21,52.4,Speyside,Refill Hogshead,,"Highlands, Speyside
 A country kitchen garden
The first nose was delicate, floral and elu-
sive, at first revealing an orchard of Brae-
burn apples, brambles and fresh grass,
then becoming spicy (subtle) with fennel,
tarragon and vanilla. Richer notes of rai-
sins, orange and dark chocolate appeared
with time. The unreduced palate was a con-
trasting fusion of hot and spicy cooked ap-
ple, powdery minerals, savoury thyme and
fennel. The reduced nose reminded us of
late summer hedgerows; Braeburn apples,
pine needles and wild mint, with blue-
berry bushes. The palate was now both
fresh and oily with cooling mint and men-
thol; also apple skins and oiled wood. The
distillery shares its name with a mountain
in Moray.",1.0,pending_review
285,SMWS USA,036.54.pdf,36.54,,"Highlands, Speyside",23,59.2,Speyside,Sherry Butt,,"Highlands, Speyside
 A cheeky treat for afternoon tea
 Summery themes develop from the start
 with rich blossom honey, hay, toffee, raisins and
 a range of sumptuous puddings � cr�me
 brulee, tarte tatin and stewed apples with a
 hint of cloves. Fresh tobacco with pencil shav-
 ings emerge and to taste the tannins come
 to the fore in a rich syrupy sweetness. With
 water, the tobacco and honey are joined by
 tea leaves, hay barns and golden syrup on hot
 buttered toast. To taste, the water adds fresh
 laundry but is shorter than you might expect.
 Go careful with the amount that you add.
 The distillery takes its name from the local
 Corbett.",1.0,pending_review
286,SMWS USA,036.55.pdf,36.55,,"Speyside, Spey",11,61.5,Speyside,Refill Barrel,,"Speyside, Spey
 Deep contentment
 A sweet smelling dram that started with a
 surprising aroma of chilli fudge followed by
 shortbread, gateau de mille feuille (custard slice)
 and pear drops. The palate was hot and
 thick � comfortingly mouth filling. It was as if
 we were taken to a botanic garden hot-
 house and given custard cream biscuits. Wa-
 ter didn't diminish the robust nose but re-
 vealed the floral notes to be geraniums.
 Spiced oranges and cherries emerged too.
 The taste was very sweet and comforting
 with a medium length satisfying finish. This
 Speyside distillery is named after a local
 mountain.",1.0,pending_review
287,SMWS USA,036.61.pdf,36.61,,"Speyside, Spey",10,58.8,Speyside,First-Fill Barrel,,"Speyside, Spey
Hot chilli peppers and vanilla ice cream
 The Panel was greeted by an intriguing
 combination of vanilla and new oak. Fruity
 notes appearing over time, juicy red apples,
 lemons and pink grapefruits. Back to sweet
 aromas like the `honeycombed' sugared
 centre of a Crunchie bar and crushed nuts
 on vanilla ice cream. Very juicy neat on the
 palate - freshly squeezed white grapefruit, but at
 the same time the extreme heat of a very
 hot chilli pepper. With water, more delicate on
 the nose, flowery - white roses and lilies, and
 fruity - lychees and kumquats. The oak is
 now that of wood shavings and a freshly sharp-
 ened pencil. Creamy to taste, chilli powder, ic-
 ing sugar and Bitter Lemon with the bitter-
 ness and tannin of a dry white wine in the fin-
 ish. This distillery is named after the high-
 est mountain in the region.",1.0,pending_review
288,SMWS USA,036.62.pdf,36.62,,"Speyside, Spey",21,51.3,Speyside,,,"Speyside, Spey
 The Italian Job
We were greeted by a fresh, chalky and
slightly mineralic aroma; laundry drying in
a sea breeze, fresh cut wood and a hint of
grappa-esque eau de vie. A light sweetness is
lingering in the background, refreshers and
Campino fruit bonbons. Fizzy on the tongue to
start, then turning sweeter into grape juice
and Rowntree's Randoms. Herbal flavours
follow; ciabatta bread, Parma ham and hard par-
mesan cheese grated on top. With water
becoming even more mineralic, almost flinty,
like an austere white Lombardian wine enjoyed
on a terrace overlooking Lake Como late in
the afternoon. The taste has an intriguing
balance of sour cream crisps and a honey
yogurt ice cream � Salute!",0.95,pending_review
