book,surface,matched_entity,type,confidence,age,abv,region,cask,bottler,page,status
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Will Arvin,,distillery,0.95,,,,,,69,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Nikka From The,,distillery,0.95,,,,,,69,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Fort Nelson Distillery,,distillery,0.95,,,,,,69,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Louisville. 
Fort",,distillery,0.95,,,,,,69,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Nelson Distillery
Distiller",,distillery,0.95,,,speyside,,,69,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,George Dickel,,distillery,0.95,13,51,,,,70,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Wolfe Distillery,,distillery,0.95,,,,,,70,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Willie 
Pratt",,distillery,0.95,,,,,,70,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Larceny Barrel Proof,,distillery,0.95,,,,,,70,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Brora Distillery,,distillery,0.97,,,,,,70,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Northern Highlands,,distillery,0.95,,,,,,70,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Lagavulin Offerman Edition,,distillery,0.95,11,,,,,70,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Wilderness 
Trail",,distillery,0.95,,,,,,70,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Wild Turkey,,distillery,0.95,,,,,,70,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Forty Creek,,distillery,0.95,,,,bourbon,,70,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Bardstown Bourbon Co,,distillery,0.95,,,,bourbon,,70,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Green River Spirits,,distillery,0.95,,,,bourbon,,70,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Jackie 
Zykan",,distillery,0.95,,,,,,73,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Jack Daniel,,distillery,0.95,,,,,,73,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Kentucky. The,,distillery,0.95,,,,,,73,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"John 
Graves Mattingly",,distillery,0.95,,,,,,73,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,North American,,distillery,0.95,,,,,,73,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Chivas 
Regal",,distillery,0.95,,,,,,73,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Macallan 
Valerio Adami",,distillery,0.95,,,,,,73,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Glenglassaugh Sandend,,distillery,0.95,,,,,independent,73,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"With 
Knob Creek",,distillery,0.95,18,,,,,73,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"True 
Story",,distillery,0.95,,,,,,74,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Kentucky 
Castle Hotel",,distillery,0.95,,,,,,74,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"South 
Korea",,distillery,0.95,,,,,,74,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Lochlea 
Distillery",,distillery,0.95,,,,,,74,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"John 
Campbell",,distillery,0.95,,,,,,74,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Minden 
Mill Distillery",,distillery,0.95,,,,,,74,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"American 
Single Malt",,distillery,0.95,,,,,,74,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Kentucky Owl,,distillery,0.95,,,,,,74,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Kentucky Owl Park,,distillery,0.95,,,,,,74,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Nikka 
Nine Decades",,distillery,0.95,,,,,,74,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Lagg Distillery,,distillery,0.97,,,,,,74,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Lost Spirits,,distillery,0.95,,,,,,74,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Famous Grouse,,distillery,0.95,,,,,,74,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Laphroaig Elements,,distillery,0.95,,,,,,74,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Bushmills. In,,distillery,0.95,,,,,,75,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Marianne Eaves,,distillery,0.95,,,,,,75,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Heaven Hill Springs,,distillery,0.95,,,,,,75,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Compass Box Hedonism,,distillery,0.95,,,,,,77,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Pappy Van Winkle,,whisky,0.95,23,,,,,77,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Triple Cask Matured,,distillery,0.95,,,,,,77,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Glenmorangie Signet,,distillery,0.95,,,,,,77,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Eagle Rare,,distillery,0.95,17,,,,,78,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Stagg Distillery,,whisky,0.95,,,,,,78,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Yamazaki 
Distillery",,distillery,0.95,12,,,,,78,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,David Stewart,,distillery,0.95,,,,,,79,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Jimmy Russell,,distillery,0.95,,,,,,79,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Heritage Collection 
First",,distillery,0.95,,,,,,80,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Balcones Baby Blue,,distillery,0.95,,,,,,80,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Black Bush,,distillery,0.95,,,,,,81,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Nikka Coffey Malt,,distillery,0.95,,,,,,81,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Kavalan Solist Vinho,,distillery,0.95,,,,,,81,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Glenmorangie Company,,distillery,0.95,,,,,,86,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Glen Moray Distillery,,distillery,0.95,,,,,,86,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Jack Russell,,distillery,0.95,,,,,,86,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Bruichladdich Eighteen,,distillery,0.95,,50,,oak,,87,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Port Ellen Gemini,,distillery,0.95,44,53.6,,port,,87,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Jura 
Distillery",,distillery,0.95,,,,,,87,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,The Wills,,distillery,0.95,,,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Hunter Laing,,brand,0.6,,,islay,,hunter,88,AMBIGUOUS
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Ardbeg Day,,distillery,0.95,,,,,,88,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Blacker Still,,distillery,0.95,,,,,,89,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Port Charlotte 
Evolution",,distillery,0.95,,,,port,,89,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Proof. Two,,distillery,0.95,,,,,,91,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Bluegrass Distillers,,distillery,0.95,,,,,,93,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Augusta Distillery,,distillery,0.95,,,,,,93,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Dark Arts Whiskey,,distillery,0.95,,,,,,93,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Still Austin,,distillery,0.95,,,,,,97,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Annandale Distillery,,distillery,0.95,,,,,,97,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Elijah Craig,,distillery,0.95,10,,,bourbon,,99,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Barrel Proof,,distillery,0.95,10,59.1,,bourbon,,99,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Hatozaki Triple Cask,,distillery,0.95,,46,,oak,,99,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Reserve Limited 
Edition",,distillery,0.95,,65,,bourbon,,99,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Special 
Release Number",,brand,0.9,,,,,,99,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Glendronach Ode,,distillery,0.95,,48.4,highland,sherry,,99,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Harris 
The Hearach",,distillery,0.95,,50,,,,99,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Ardbeg Smokiverse,,distillery,0.97,,48.3,islay,,,100,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Smokehead Rebel Rum,,distillery,0.95,,46,,,independent,100,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Scotland. 
David",,distillery,0.97,15,,,,,100,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Smokehead Terminado Tequila,,distillery,0.95,,43,,,,101,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Creetown Distillers 
Tullibardine",,distillery,0.95,18,,,,,101,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Creetown Distillers,,distillery,0.95,,56.6,,,independent,101,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Ardnamurchan Mezcal 
Cask",,distillery,0.95,,55,,,,101,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Valley 
Sherry",,distillery,0.95,,46.2,,sherry,,101,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Port Cask Matured,,distillery,0.95,,46.2,,sherry,,101,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Tobermory Distillery,,distillery,0.95,18,46.3,,,,102,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Bladnoch The Wave,,distillery,0.95,,57.8,,,,102,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Braeval Distillery,,distillery,0.95,,,,,,102,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,St. Bridget,,brand,0.9,,48.4,,,,102,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Annandale Man,,distillery,0.95,10,,,,,102,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Blue Note Special,,distillery,0.95,,,,bourbon,,103,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Reserve  
Cask Finished",,distillery,0.95,,,,bourbon,,103,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Amontillado 
Cask Finished",,whisky,0.95,,15,,port,,103,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Distilling Co,,distillery,0.95,,15,,,,103,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Barrell Cask Finish,,distillery,0.95,,76,,sherry,,103,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Middle West Spirits,,distillery,0.95,,59.1,,,,103,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Milky Way,,distillery,0.95,,,,,,103,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Stars Three Ports,,distillery,0.95,,,,port,,104,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Orphan Barrel,,distillery,0.95,,46,,,,104,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Reserve Blend,,distillery,0.95,8,47.5,,,,104,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Dark 
Pumpernickel Cask",,distillery,0.95,,65,,,,104,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Peach Snapple,,distillery,0.95,,,,oak,,105,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Liberty Pole Spirits,,distillery,0.95,,,,,,105,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Virginia Distillery Brewer,,distillery,0.95,,,,oak,,106,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"North 
Carolina",,distillery,0.95,5,,,,,106,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,This Michigan,,distillery,0.95,,47,,,,106,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Earl Grey,,whisky,0.95,,,,,,106,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Rock 
Distillery",,distillery,0.95,14,47,,bourbon,,106,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Midleton Very Rare,,distillery,0.95,,40,,,,106,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,World Whiskies,,distillery,0.95,,46,,,,106,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Bhakta Spirits,,distillery,0.95,,56.9,,,,106,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Rampur Double Cask,,distillery,0.95,,45,,bourbon,,106,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Mr 
George Legacy",,distillery,0.95,,50.5,speyside,,gordon,107,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Glen Scotia,,distillery,0.98,50,,campbeltown,,,107,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,The Elements,,whisky,0.95,50,42.3,campbeltown,,,107,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Campbeltown 
Collection",,distillery,0.95,50,42.3,campbeltown,,,107,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Languedoc 
Red Wine",,distillery,0.95,26,52.2,highland,wine,,107,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,France. You,,distillery,0.95,,,,wine,,107,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Red Vines,,whisky,0.95,,,,oak,,107,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,The Last Drop,,distillery,0.95,22,59.1,,,,107,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,The Cardrona The,,distillery,0.95,,52,,,,107,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Smoky Cocktails,,distillery,0.95,,,,,,109,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,New Products,,distillery,0.95,,,,,,109,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Tequilas That Take,,distillery,0.95,,,,,,110,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Reserva Especial Extra,,distillery,0.95,6,42,,wine,,111,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Imperio Del Don,,distillery,0.95,1,42,,wine,,111,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Master Artisans,,whisky,0.95,,,,sherry,,111,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Grand Cru,,distillery,0.95,,,,wine,,111,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Tequila 
Fuenteseca",,distillery,0.95,,,,,,111,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Gran Centenario,,distillery,0.95,,,islay,,,114,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Teacup Battalion
Created",,whisky,0.95,,,,,,114,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Jose Cuervo Authentic,,distillery,0.95,,,,,,117,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Don 
Julio",,distillery,0.95,,,,,,119,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Clear
Cristalino",,distillery,0.95,,,,,,119,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Eastern Europe,,distillery,0.95,,,,oak,,119,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Tequila Lemon,,distillery,0.95,,,,,,121,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Smokehead Terminado,,distillery,0.95,15,,,,,122,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Rock Island,,distillery,0.95,15,,,,,122,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Balcones Dis,,distillery,0.95,,,,,,122,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Tequila Cask Small,,distillery,0.95,10,,,,,122,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Ryan Norwood,,distillery,0.95,,,,,,122,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Private Reserve 
Tequila",,distillery,0.95,12,,,,,122,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Barrel Finished Irish,,distillery,0.95,12,47.5,,,,122,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Chivas Regal Extra,,distillery,0.95,,40,,,,122,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Tequila Cask 
Blended",,distillery,0.95,,40,,,,122,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Spirits All Secrets,,distillery,0.95,2,50.5,,bourbon,,122,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Tequila Reviews,,distillery,0.95,,40,,,,125,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Lost 
Explorer Blanco",,distillery,0.95,,40,,,,125,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Don Fulano 
French",,distillery,0.95,,40,,,,125,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Mi Campo 
Wine",,distillery,0.95,,40,,wine,,125,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Barrel 
Aged Blanco",,distillery,0.95,,40,,wine,,125,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Lalo Blanco,,distillery,0.95,,40,,,,126,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Tequilera Hacienda,,distillery,0.95,,,,,,128,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Casa 
Natima",,distillery,0.95,,,,,,128,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Reserve Single Barrel,,distillery,0.95,,40,,,,128,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Midleton Distillery,,distillery,0.95,,,,,,130,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"John 
Dowling",,distillery,0.95,,,,,,130,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"The 
Lakes Distillery",,distillery,0.95,,,,,,130,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Travel 
Retail",,distillery,0.95,,,,,,130,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,What Makes Whisky,,distillery,0.95,,,,,,131,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Truly Japanese,,distillery,0.95,,,,,,131,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,The Quiet Rise,,brand,0.9,,,,,,131,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,The House,,distillery,0.95,,,,,,132,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Shinjiro Torii,,distillery,0.95,,,,,,134,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,The Ascent,,distillery,0.95,,,,,,134,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Whisky
Clear",,distillery,0.95,,,,,,135,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Shinji Fukuyo,,distillery,0.95,,,,,,135,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Chief Blender,,whisky,0.95,,,,,,135,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,"Haku Vodka
Suntory",,distillery,0.95,,,,,,137,MERGE
_OceanofPDF.com_Whisky_Advocate_-_Fall_2025_,Hibiki Japanese Harmony,,distillery,0.95,,,,,,140,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Big Smoke,,distillery,0.95,,,,,,12,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Straight Talk,,distillery,0.95,,,,,,12,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,James Street,,distillery,0.95,,,,,,15,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Thomas Street Distillery,,distillery,0.95,,,,,,15,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,John Power,,distillery,0.95,,,,,,15,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,High West,,distillery,0.95,,,,,,17,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Park City,,distillery,0.95,,,,,,17,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Thompson
 Vice President",,distillery,0.95,,,,,,18,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,London Bridge,,distillery,0.95,,,,,,23,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Northern Line,,distillery,0.95,,,,,,23,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Bow Lane,,distillery,0.95,,,,,,23,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,East London Liquor,,distillery,0.95,,,,,,24,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,East London Single,,distillery,0.95,,,,,,24,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Connaught Hotel,,distillery,0.95,,,,,,24,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,North Acton,,distillery,0.95,7,,,,,24,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Portobello Road,,distillery,0.95,,,,,,27,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Bimber Distillery,,distillery,0.95,,,,,,27,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Kingsland Rd,,distillery,0.95,,,,,,27,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Hammersmith Rd,,whisky,0.95,,,,,,27,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Merchant House,,whisky,0.95,,,,,,27,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,St. Thomas,,distillery,0.95,,,,,,27,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Old Compton St,,distillery,0.95,,,,,,27,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Portobello 
Rd",,distillery,0.95,,,,oak,,27,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,The Royal Oak,,distillery,0.95,,,,oak,,27,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Borough High St,,distillery,0.95,,,,,,27,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Company
The Distillery",,distillery,0.95,,,,,,27,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Will Patton,,distillery,0.95,,,,,,28,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Nikka Coffey Malt,,distillery,0.95,,,,,,28,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Cutty Sark,,distillery,0.95,,,,,,29,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Irish Blend
Red",,distillery,0.95,5,,,sherry,,31,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Irish Distillers,,distillery,0.95,,,,oak,,31,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Mars Iwai,,distillery,0.95,,,,,,31,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Morris Signature 
Australian",,whisky,0.95,,,,,,31,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Cotswolds 
Reserve English",,distillery,0.95,,,,,,31,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Single Malt
Baked",,distillery,0.95,,,,,,31,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Steamed Lobster,,distillery,0.95,,,,,,32,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Nikka Taket,,distillery,0.95,,,,,,32,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Glenmorangie 
Quinta Ruban",,distillery,0.95,,,,port,,32,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Bernheim 
Original",,distillery,0.95,,,,,,32,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Forty Creek 
Barrel",,distillery,0.95,,,,,,32,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Pottery Barn Healdsburg,,distillery,0.95,,,,,,35,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,At The Fox,,distillery,0.95,,,,,,37,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,House Spirits Distillery,,distillery,0.95,,,,,,38,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Westward Whiskey,,distillery,0.95,,,,,,38,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"Morten Thyregod 
Paulsen",,distillery,0.95,,,,,,38,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,"North 
Shore Distillery",,distillery,0.95,,,,,,38,MERGE
_OceanofPDF.com_Whisky_Advocate_-_May_2023_-,Green Oaks,,distillery,0.95,,,,,,38,MERGE
